Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
1;grandmaster;Dieter;2018;26;10;3;278218
2;grandmaster;bestfitting;2017;35;10;1;219575
3;grandmaster;Psi;2012;23;7;0;190065
4;grandmaster;Guanshuo Xu;2016;22;19;2;170062
5;grandmaster;Ilu;2019;12;6;3;125822
6;grandmaster;Ahmet Erdem;2016;19;23;4;116410
7;grandmaster;Qishen Ha;2016;15;8;2;115507
8;grandmaster;?????? ?????????? KazAnova;2013;41;58;42;113347
9;grandmaster;CPMP;2013;22;22;4;108400
10;grandmaster;nyanp;2018;5;6;2;107637
11;grandmaster;Giba;2013;58;47;31;100613
12;grandmaster;Selim Seferbekov;2016;11;3;1;98996
13;grandmaster;DungNB;2018;6;11;4;96240
14;grandmaster;nvnn;2019;9;5;4;96234
15;grandmaster;dott;2013;13;6;2;93924
16;grandmaster;Bo;2017;15;8;4;92679
17;grandmaster;YoonSoo;2018;5;6;0;92226
18;grandmaster;Limerobot;2018;11;5;1;91193
19;master;Tim Riggins;2019;2;5;4;90102
20;grandmaster;tascj;2015;6;8;2;89866
21;grandmaster;Chris Deotte;2018;14;13;8;88358
22;grandmaster;sheep;2017;8;10;4;87465
23;grandmaster;takuoko;2017;8;10;10;83125
24;grandmaster;Bojan Tunguz;2016;9;17;28;81654
25;master;Tom;2018;4;10;1;76759
26;master;KS;2018;4;15;3;76648
27;grandmaster;tito;2016;11;13;0;74363
28;grandmaster;Gary;2018;12;11;0;73614
29;grandmaster;SeungKee;2017;5;1;0;73323
30;grandmaster;Theo Viel;2018;9;12;3;72293
31;master;Nischay Dhankhar;2020;4;15;4;68141
32;master;Mathurin Aché;2012;6;35;46;66940
33;expert;Kirderf;2020;0;8;21;66885
34;grandmaster;Tom Van de Wiele;2016;7;1;0;66622
35;grandmaster;Kun Hao Yeh;2018;9;18;6;65951
36;master;Manuel Campos;2018;1;27;18;62888
37;master;Firas Baba;2018;2;9;1;62510
38;master;Darek K?eczek;2018;2;2;0;62004
39;grandmaster;nagiss;2019;5;5;0;61483
40;grandmaster;Ian Pan;2015;7;6;0;61166
41;master;Prateek;2019;3;15;3;58616
42;grandmaster;tereka;2015;7;21;4;58459
43;master;Shujun;2019;3;5;2;57145
44;master;Nanashi;2019;1;21;12;55453
45;expert;andrekos;2012;0;8;33;55268
46;grandmaster;ZFTurbo;2016;24;25;10;54973
47;master;LiamKirwin;2017;2;2;1;54022
48;grandmaster;sin;2020;5;7;6;53567
49;master;kibuna;2018;4;1;0;52815
50;grandmaster;Light;2017;7;12;5;52561
51;master;Random_prediction;2018;4;11;1;52283
52;master;avsanjay;2017;4;6;2;52103
53;master;Kramarenko Vladislav;2020;4;2;0;52036
54;master;KhanhVD;2019;2;18;8;51850
55;grandmaster;ONODERA;2015;9;13;4;51468
56;master;IsaiahP;2019;2;1;0;51121
57;master;Ph0921;2019;2;1;0;51011
58;grandmaster;Zidmie;2015;7;3;1;50907
59;grandmaster;tkm2261;2016;5;6;4;50779
60;grandmaster;Takoi;2016;6;6;2;50590
61;grandmaster;alijs;2017;9;16;11;50336
62;grandmaster;Young;2017;5;12;4;49984
63;master;Mohsin hasan;2015;4;14;8;49932
64;master;Mohammed Rizin V K;2020;3;5;1;49287
65;grandmaster;Rob Mulla;2016;5;13;9;48114
66;grandmaster;beluga;2012;14;11;12;48105
67;grandmaster;Mike Kim;2013;7;40;32;47120
68;master;fantastic_hirarin;2019;3;4;1;46535
69;master;Kha Vo;2018;8;8;0;46419
70;grandmaster;Dmytro Poplavskiy;2017;11;1;0;45635
71;master;Costas Voglis;2015;5;25;10;45320
72;expert;Nat Bel ML Fun;2016;0;12;21;45159
73;grandmaster;outrunner;2017;6;15;3;45013
74;grandmaster;Ouranos;2015;6;25;13;44854
75;master;Chun Ming Lee;2017;4;3;0;44686
76;master;Sergio Manuel Papadakis;2019;4;0;1;44467
77;master;poteman;2016;7;14;10;44351
78;grandmaster;YuryBolkonsky;2018;8;20;10;44157
79;grandmaster;R Guo;2020;5;7;1;43450
80;grandmaster;Vicens Gaitan;2015;5;23;14;43271
81;master;hirune924;2018;4;5;2;43076
82;master;Ilia Larchenko;2017;1;15;9;42869
83;master;Ulrich G.;2018;1;6;13;42666
84;grandmaster;Khoi Nguyen;2018;5;3;2;42482
85;master;datasaurus;2016;3;8;0;42221
86;grandmaster;lyakaap;2018;8;4;3;41941
87;master;Gilles Vandewiele;2016;4;3;2;41796
88;expert;Ray Melius;2019;0;7;10;41781
89;master;Isamu;2018;5;6;3;41628
90;master;kambehmw;2018;1;7;3;41541
91;master;Prashant Kikani;2018;1;2;16;41472
92;master;Jiayang Gao;2020;3;4;1;41067
93;master;?? Jun Koda;2017;3;2;1;40999
94;grandmaster;NguyenThanhNhan;2017;7;13;2;40672
95;grandmaster;Inoichan;2017;5;4;8;40453
96;master;See--;2017;3;15;6;40198
97;master;Antonio Marin;2015;1;8;11;40137
98;expert;Marek Nurzynski;2017;0;5;20;39867
99;grandmaster;Y.Nakama;2018;8;9;4;39826
100;grandmaster;kenji;2017;5;4;0;39576
101;master;Camaro;2018;3;9;1;39243
102;grandmaster;Russ Wolfinger;2016;14;7;1;38664
103;master;K?uq Wang;2018;2;16;8;38645
104;expert;Andrij;2019;1;1;13;38550
105;grandmaster;vecxoz;2016;5;15;8;38286
106;master;RabotniKuma;2018;3;3;2;38265
107;master;kyazuki;2015;3;4;2;37587
108;master;makogarei;2018;1;8;9;36771
109;master;Gleb;2018;3;0;0;36755
110;expert;Vijay;2020;0;7;6;36698
111;master;?????;2017;1;13;8;36624
112;expert;yuricat;2017;2;0;0;36517
113;expert;Manoj Prabhakar;2016;0;4;16;36251
114;master;Mickey;2014;3;24;12;36212
115;master;Patrick Yam;2018;2;9;2;36167
116;expert;Kishore M;2016;0;4;15;35958
117;master;YujiAriyasu;2019;3;3;1;35933
118;grandmaster;charmq;2019;6;3;2;35884
119;expert;Robert Sturrock;2015;1;1;0;35883
120;master;Denis Kanonik;2015;1;2;1;35870
121;grandmaster;Abhishek Thakur;2011;20;36;22;35806
122;expert;Bo Peng;2015;0;7;12;35707
123;master;Givan;2019;2;6;2;35305
124;expert;Harijs Ceri?š;2019;0;5;15;35108
125;grandmaster;0ct0pus;2017;7;9;9;35100
126;master;Ivan Panshin;2019;3;7;6;34961
127;master;Eduardo Peynetti;2021;1;2;0;34835
128;expert;Dmitry Kozlov;2016;0;7;10;34787
129;expert;Eule;2018;1;0;1;34453
130;master;Paulo Pinto;2016;1;12;17;34396
131;grandmaster;Matt Motoki;2015;6;17;9;34354
132;master;Nguyen Quan Anh Minh;2019;1;4;1;34295
133;master;Fumihiro Kaneko;2019;1;10;1;34236
134;grandmaster;pudae;2017;7;7;2;34230
135;grandmaster;Liao;2018;7;11;4;34039
136;grandmaster;nosound;2019;6;5;2;33912
137;master;????????;2013;5;13;6;33886
138;grandmaster;Iafoss;2018;5;11;4;33877
139;master;Art;2019;1;4;4;33545
140;master;hoxosh;2012;4;18;7;33466
141;master;Shiro;2018;4;6;4;33295
142;grandmaster;KaizaburoChubachi;2016;5;5;1;33282
143;expert;Boooooooooow;2018;1;1;0;33152
144;expert;definitelynotB;2018;1;1;3;32974
145;grandmaster;Fatih Ozturk;2017;8;7;2;32862
146;master;JohnM;2015;1;10;21;32822
147;grandmaster;mlandry;2012;8;29;19;32711
148;grandmaster;Eduardo Rocha de Andrade;2018;5;13;0;32385
149;expert;fff;2020;0;5;9;32158
150;master;Mark Peng;2014;3;12;10;31836
151;grandmaster;SeuTao;2017;11;4;2;31718
152;grandmaster;mamas;2017;5;0;0;31625
153;expert;Minh Phan;2019;1;0;1;31432
154;master;Jie Wu;2016;3;18;8;31297
155;grandmaster;Oleg Yaroshevskiy;2017;5;14;1;31293
156;master;Ynot;2018;5;8;2;31217
157;expert;kojimar;2018;0;5;7;31200
158;master;namakemono;2016;1;3;7;31058
159;expert;BIZEN;2015;0;4;5;30948
160;grandmaster;Weimin Wang;2014;12;8;4;30910
161;master;Mingjie Wang;2020;1;3;5;30680
162;master;digimagi;2019;1;2;5;30565
163;grandmaster;Ern;2018;6;10;1;30556
164;expert;FGPC;2019;0;7;11;30518
165;master;Alvor;2018;4;15;4;30493
166;master;zzy;2018;2;5;4;30478
167;master;Alex;2020;3;9;2;30423
168;expert;Vincent Debout;2020;1;1;0;30405
169;expert;Naruhiko Nakanishi;2017;0;0;9;30374
170;master;GFHS;2018;3;1;1;30367
171;master;Wojtek Rosa;2020;1;2;0;30334
172;grandmaster;chlxyd;2018;6;13;1;30315
173;grandmaster;Vlad Golubev;2018;7;10;11;30308
174;expert;Kamal Das <on a break from Kaggle>;2019;0;2;4;30159
175;grandmaster;Kyle Lee;2016;9;10;3;30035
176;grandmaster;daishu;2017;8;6;1;30028
177;master;scumed;2020;6;0;2;29943
178;expert;Miroslav Valan;2018;0;7;14;29778
179;master;Luca Massaron;2012;4;36;45;29681
180;grandmaster;n01z3;2016;12;20;6;29562
181;expert;Chanran Kim;2018;0;7;9;29558
182;expert;Wei Hao Khoong;2018;0;6;9;29173
183;grandmaster;Hidehisa Arai;2018;6;5;5;29056
184;expert;SeshuRajuP ?????;2017;0;7;6;28953
185;grandmaster;shimacos;2018;5;3;4;28925
186;master;Ryan Wong;2018;1;3;1;28871
187;master;Mr_KnowNothing;2019;2;11;3;28856
188;master;start;2020;1;3;0;28733
189;grandmaster;Branden Murray;2014;8;20;5;28693
190;master;Yirun Zhang;2019;1;3;3;28660
191;master;Ethan;2017;2;5;3;28444
192;expert;AkiraIshikawa;2018;0;6;5;28391
193;grandmaster;Azat Davletshin;2016;5;2;2;28314
194;master;Sergey Bryansky;2016;5;10;5;28201
195;grandmaster;Yauhen Babakhin;2015;9;4;6;28075
196;expert;Mark Conway;2014;0;1;4;27834
197;grandmaster;narsil;2016;6;10;0;27833
198;expert;Mukharbek Organokov;2018;0;6;8;27594
199;grandmaster;Silogram;2013;17;31;12;27198
200;grandmaster;KF;2019;5;1;0;27061
201;expert;Shuntaro Tanaka;2018;0;7;4;26942
202;master;tmp;2018;2;1;1;26846
203;master;Andres Torrubia;2011;4;9;2;26797
204;master;s_shohei;2019;2;8;2;26772
205;grandmaster;David Austin;2017;9;5;6;26685
206;master;James Trotman;2015;3;33;13;26600
207;master;currypurin;2017;4;6;6;26469
208;expert;rc95401;2015;0;0;7;26418
209;grandmaster;Victor Durnov;2016;6;9;3;26396
210;expert;yuanzhe zhou;2020;1;1;1;26313
211;master;kami;2019;1;2;2;26254
212;master;OsciiArt;2017;3;8;3;26247
213;grandmaster;tarobxl;2016;6;16;14;26138
214;expert;Théo Cachet;2020;1;1;0;26119
215;master;DmitryS;2016;3;7;4;26029
216;grandmaster;MPWARE;2017;5;8;2;26004
217;master;Elahi;2019;1;3;5;25885
218;expert;Akira Hirohashi;2018;0;2;5;25859
219;master;VECTOR;2019;1;2;0;25742
220;expert;Gold Retriever;2017;0;6;9;25738
221;master;Nikita Churkin;2016;2;13;4;25729
222;master;Jan Bre;2019;3;5;6;25556
223;expert;skyramp;2012;1;1;0;25521
224;master;ironbar;2015;2;5;1;25463
225;expert;UEMU;2020;0;7;2;25457
226;grandmaster;YouHan Lee;2017;7;9;8;25450
227;grandmaster;senkin13;2017;7;6;4;25375
228;master;Vladimir;2018;2;8;4;25351
229;expert;Damien Mourot;2016;1;1;0;25273
230;expert;Paul;2021;0;10;4;25193
231;master;SiNpcw;2019;4;7;1;25174
232;master;Shivam Gupta;2018;2;8;3;25032
233;master;OrKatz;2017;2;6;5;24919
234;master;Helgi;2016;3;9;8;24910
235;grandmaster;YuyaYamamoto;2016;5;7;1;24862
236;grandmaster;Dmitry Larko;2013;17;16;7;24752
237;expert;yukiya;2018;0;9;14;24660
238;grandmaster;Darragh;2014;13;11;2;24657
239;master;Akio Saito;2020;3;0;1;24580
240;master;Shun_PI;2019;2;6;1;24554
241;master;Yeonjun In;2018;1;2;0;24513
242;master;Zoltan;2018;2;3;3;24492
243;master;Kuro;2020;1;4;4;24475
244;grandmaster;yuval reina;2018;6;5;1;24413
245;expert;Khoa Ngo;2019;0;7;2;24382
246;master;Rafi Zonenashvili;2016;2;5;1;24252
247;expert;Niranjan Nakkala;2015;0;1;8;24211
248;grandmaster;zr;2017;5;9;1;24199
249;master;ns64;2016;4;5;3;24195
250;master;kazumax;2019;1;8;1;24194
251;master;hiromu;2018;2;5;1;24193
252;master;yu4u;2017;3;8;2;24121
253;grandmaster;CoreyLevinson;2018;5;6;4;24022
254;grandmaster;Btbpanda;2016;5;4;3;23983
255;grandmaster;yelan;2019;8;4;0;23967
256;master;Youri Matiounine;2018;1;7;1;23900
257;grandmaster;Kohei;2011;19;33;19;23801
258;master;Ilya Makarov;2017;2;1;1;23532
259;grandmaster;toshi_k;2014;5;19;6;23364
260;master;RLin;2014;4;1;0;23341
261;expert;Martin BB;2021;1;1;0;23316
262;expert;Abid Ali Awan;2021;0;1;1;23215
263;expert;Rohit Singh;2020;0;12;5;23213
264;grandmaster;toxu;2017;6;3;0;23171
265;expert;Matthias;2015;1;0;1;23091
266;master;Appian;2019;2;13;2;23056
267;master;Sugawarya;2018;3;11;8;23014
268;master;Reza;2019;3;7;1;22944
269;grandmaster;Konstantin Gavrilchik;2017;5;15;2;22934
270;master;Maxwell;2016;3;6;0;22807
271;grandmaster;Vopani;2013;8;16;8;22784
272;master;Phi;2019;2;8;9;22758
273;master;Slawek Biel;2018;1;2;0;22740
274;master;Jonny Lee;2018;2;3;4;22737
275;master;xie;2018;6;4;1;22733
276;master;lingyundev;2016;8;2;0;22701
277;expert;PIkachu;2020;0;4;9;22684
278;grandmaster;Miras Amir;2016;6;7;0;22641
279;master;Tomomu Iwai;2017;2;1;2;22595
280;grandmaster;Eugene Khvedchenya;2018;5;4;4;22545
281;expert;Lawrence Chernin;2013;0;4;16;22520
282;master;aDg4b;2019;1;3;2;22505
283;master;e-toppo;2018;4;6;4;22384
284;master;funkyboy;2015;1;7;5;22318
285;master;A.Sato;2018;2;1;0;22311
286;master;dlrgy22;2021;1;2;1;22308
287;expert;Thanh Nguyen;2021;1;0;1;22295
288;master;Duc-Kinh Le Tran;2012;1;5;2;22247
289;master;Grossmend;2018;1;2;2;22128
290;master;arutema47;2020;1;5;4;22099
291;expert;hxcc;2018;1;0;1;22080
292;master;DrHB;2017;5;8;3;21995
293;master;Mobassir;2018;1;10;9;21912
294;expert;Ihor Biruk;2019;0;3;6;21895
295;expert;Ruslan Vdovychenko;2016;0;3;6;21891
296;master;Kirill Shipitsyn;2020;1;4;3;21874
297;master;Ceshine Lee;2013;1;19;12;21803
298;master;Xin Cui;2017;1;7;1;21779
299;expert;Mikhail Kulyabin;2019;2;0;0;21739
300;expert;KurzyukovAndrey;2018;2;0;0;21732
301;master;Maciej Sypetkowski;2019;2;7;1;21728
302;master;D.Imanishi;2021;1;3;1;21717
303;grandmaster;Jack (Japan);2014;6;11;5;21587
304;expert;Ahmed El Bakry;2019;0;4;1;21524
305;expert;icecuber;2017;2;0;0;21516
306;master;Matthias;2016;3;2;0;21509
307;expert;Chia-Ta Tsai;2015;0;4;8;21506
308;master;Alexandre Cadrin-Chênevert;2017;2;2;3;21502
309;expert;Jagadish Sivakumar;2020;0;5;6;21488
310;master;deoxy;2020;1;2;1;21448
311;master;Proletheus;2019;1;7;3;21420
312;master;CroDoc;2021;1;3;0;21375
313;master;Agastya Kumar;2020;1;5;2;21362
314;master;phalanx;2018;4;6;1;21344
315;grandmaster;Jiwei Liu;2013;17;28;11;21310
316;expert;Siti Khotijah;2019;0;1;4;21306
317;master;Ctrl_CV;2020;1;7;1;21226
318;expert;SHINO;2020;1;1;7;21197
319;master;foo_foo;2018;1;11;0;21163
320;expert;Jannis;2015;1;0;1;21085
321;master;atom1231;2017;2;11;5;21076
322;master;Ryuichi;2018;1;7;5;21070
323;master;kkiller;2018;1;5;7;21049
324;expert;Statking;2018;0;7;4;21049
325;master;kurupical;2017;4;5;2;20885
326;master;tk;2020;1;2;1;20861
327;expert;Sebastian;2021;1;0;1;20851
328;expert;Vadim Timakin;2020;1;0;4;20833
329;master;Daewoo Myoung;2017;2;7;7;20721
330;expert;Yan Zhang;2019;1;1;2;20678
331;master;??;2017;4;11;4;20649
332;master;heartkilla;2018;2;1;4;20604
333;master;The Nam;2018;2;6;1;20580
334;master;Forky;2016;2;5;0;20447
335;master;Hongwei Zhang;2013;2;2;1;20428
336;grandmaster;Alexander Larko;2010;14;31;33;20423
337;grandmaster;Shai;2017;5;12;3;20412
338;master;yabea;2018;2;6;1;20365
339;master;xsong2020;2017;1;8;1;20360
340;master;Saber;2019;1;3;0;20345
341;master;pigzz;2017;1;6;1;20331
342;grandmaster;raddar;2016;12;15;8;20320
343;grandmaster;Yuanhao;2018;8;9;3;20268
344;master;takedarts;2016;1;2;1;20261
345;master;tattaka;2018;1;3;4;20156
346;expert;Old Monk;2014;0;0;2;20126
347;master;xuxu_sky;2021;1;2;3;20103
348;master;<^..^>;2017;3;12;4;20084
349;master;Phaedrus;2015;2;7;3;19997
350;master;Siddhartha;2018;2;7;5;19981
351;master;fergusoci;2016;2;6;4;19952
352;master;flowlight;2014;4;5;1;19916
353;expert;Hossein Masoumi Karakani;2015;0;2;2;19824
354;master;yurain;2020;1;8;4;19795
355;master;Stas Sl;2015;1;4;0;19780
356;grandmaster;tugstugi;2017;5;3;2;19768
357;master;YaGana Sheriff-Hussaini;2017;1;17;15;19753
358;master;Max Jeblick;2018;3;5;2;19701
359;master;tomirol;2020;2;5;0;19677
360;expert;fate;2020;0;7;2;19628
361;master;Draconda;2019;3;7;2;19621
362;master;Tian;2017;1;4;7;19508
363;grandmaster;Dmytro Danevskyi;2016;5;8;2;19499
364;master;DatNT;2018;2;4;0;19445
365;master;fam_taro;2018;2;3;1;19426
366;master;pao;2018;3;8;2;19423
367;expert;JSLim7;2021;0;1;5;19405
368;expert;Adel Valiullin;2016;0;9;17;19391
369;expert;isaac in;2020;0;2;4;19336
370;master;ShinSiang;2019;3;5;1;19278
371;master;Santiago Mota;2013;1;5;12;19244
372;grandmaster;earhian;2018;8;7;0;19244
373;master;atfujita;2018;2;9;3;19172
374;expert;Sirius;2017;0;6;3;19137
375;master;Bhavesh Tangirala;2021;1;2;0;19112
376;expert;Batake;2019;0;5;7;19088
377;master;Amed;2019;2;4;5;19075
378;expert;ankit maurya;2019;0;1;6;19075
379;master;?àm Tr?ng Tuyên;2021;2;5;1;19059
380;master;T0m;2020;1;4;0;19053
381;master;Hogg AP;2019;2;4;0;18928
382;expert;Niranjan Singh;2014;0;3;7;18888
383;master;robga;2018;3;5;2;18719
384;expert;Carno Zhao;2019;1;1;0;18702
385;grandmaster;Fengari;2016;9;14;7;18528
386;master;Serigne;2017;2;12;8;18401
387;master;Ayushman Buragohain;2020;2;1;0;18392
388;master;Zekun;2020;1;6;2;18375
389;master;???;2019;3;10;2;18358
390;expert;Alex;2019;0;6;5;18299
391;master;Arthur Llau;2016;2;13;18;18191
392;expert;yukiZ;2020;0;7;4;18169
393;master;Bùi Nh?t Tr??ng;2021;2;5;1;18147
394;expert;Yoshihiro Nishizono;2019;0;8;11;18081
395;expert;Aizaki;2019;0;6;3;18059
396;master;ouyangxuan;2018;3;7;0;18031
397;grandmaster;KeepLearning;2017;5;13;8;18029
398;expert;bomac1;2017;1;1;1;18027
399;expert;YYama;2019;0;6;2;17990
400;expert;Tensor Girl;2015;0;4;4;17988
401;master;Nikita Kozodoi;2016;2;6;9;17957
402;master;yyykrk;2020;1;2;0;17957
403;master;NIWATORI;2016;3;5;1;17906
404;expert;Nooh;2017;0;7;14;17889
405;expert;NoLogic;2019;0;2;1;17879
406;master;benedikt.d;2019;2;1;1;17860
407;master;RunningZ;2016;1;7;8;17837
408;expert;cyberia;2016;0;0;2;17824
409;expert;chris;2012;2;0;0;17811
410;master;cc;2019;5;1;0;17801
411;grandmaster;Chahhou Mohamed;2014;7;11;3;17800
412;master;Jaideep;2018;1;9;3;17786
413;master;Igor Krashenyi;2014;4;13;5;17784
414;expert;Dylan Liu;2021;0;2;8;17780
415;expert;RAHUL SINGH INDA;2019;0;2;9;17760
416;master;rishigami;2018;2;8;1;17703
417;master;colum2131;2020;1;2;3;17670
418;expert;cmanning;2013;0;7;4;17667
419;grandmaster;Xuan Cao;2017;7;8;1;17661
420;expert;Takahiro Saito;2018;0;1;6;17658
421;expert;omarsamir;2016;0;2;5;17652
422;master;(???);2018;3;1;3;17633
423;master;kaerururu;2019;2;5;3;17603
424;expert;Taaha Khan;2020;2;0;1;17556
425;master;kuto;2019;1;3;4;17535
426;expert;Leo Lu;2021;0;4;2;17520
427;expert;David Roberts;2020;1;0;1;17501
428;master;olivier;2016;2;10;7;17484
429;master;ryches;2017;3;8;3;17462
430;expert;Vincent Wang;2020;1;1;2;17444
431;master;Sergey Zlobin;2018;1;7;2;17427
432;grandmaster;Hikkiiiiiiiii;2017;5;2;3;17426
433;master;Optimo;2014;2;3;3;17394
434;expert;horohoro;2018;0;2;6;17385
435;expert;mirosia koval;2020;0;1;2;17364
436;master;Cl_ev;2016;2;1;4;17350
437;expert;Shivam Mittal;2020;0;3;6;17334
438;expert;James Howard;2019;2;0;1;17314
439;master;kazukim;2019;1;2;0;17292
440;master;Hantian Zheng;2020;1;2;0;17262
441;master;ben.guo;2021;1;4;0;17221
442;master;monsaraida;2019;1;4;4;17215
443;master;Masoud Farivar;2015;2;7;8;17213
444;master;sqrt4kaido;2020;1;2;4;17189
445;expert;SeHwanJoo;2021;1;1;1;17180
446;expert;Grzegorz Sionkowski;2015;0;6;10;17176
447;master;tacorice;2020;1;2;4;17174
448;master;Aimoldin Anuar [dsmlkz];2016;3;6;2;17130
449;master;bsan;2018;4;12;9;17123
450;expert;Alberto Benayas;2018;0;3;2;17115
451;master;Ding Li;2020;1;11;5;17093
452;master;JJShadow;2017;1;5;1;17092
453;master;mrkmakr;2017;1;8;4;17077
454;master;Takayoshi Makabe;2019;1;2;6;17061
455;expert;Heroseo;2020;0;2;4;17032
456;expert;cool_rabbit;2020;0;5;1;16970
457;expert;Bilbo Baggins;2018;0;4;10;16933
458;master;taksai;2018;2;3;2;16922
459;master;Tawara;2016;2;5;3;16893
460;master;Martin Kovacevic Buvinic;2018;1;8;1;16883
461;expert;Micha? Stolarczyk;2020;2;0;0;16878
462;master;coolz;2018;3;3;3;16852
463;master;ForcewithMe;2021;1;5;0;16850
464;expert;Javu;2020;1;0;2;16827
465;expert;Nuno Ferreira;2016;0;2;6;16823
466;master;Yiemon773;2016;2;7;2;16818
467;master;Lindada;2017;2;11;3;16814
468;expert;Nick Styles;2016;0;1;4;16788
469;expert;hiromu;2021;0;3;1;16782
470;master;mlearn;2020;2;6;4;16703
471;master;Rai;2020;1;4;2;16700
472;master;maverick;2016;1;3;1;16653
473;master;Xianli Yang;2016;1;2;2;16651
474;master;Ruby;2019;1;3;0;16647
475;expert;John Mitchell;2020;0;6;1;16634
476;master;Udbhav Bamba;2018;2;3;2;16625
477;expert;U023;2015;0;8;15;16614
478;expert;navneeth;2011;0;0;2;16526
479;master;Atanas Atanasov;2018;2;24;9;16477
480;master;sazuma;2018;1;2;2;16473
481;master;Rinat;2017;3;5;0;16466
482;expert;Doomsday;2019;0;10;10;16462
483;expert;Ducky;2020;1;1;0;16426
484;master;Yamame??;2021;1;2;1;16407
485;expert;Janos;2015;0;9;22;16395
486;expert;codefluence;2019;1;0;1;16332
487;grandmaster;Eureka;2014;23;28;6;16329
488;master;Ilya Novoselskiy;2018;1;2;0;16316
489;master;Cakey;2019;2;2;0;16307
490;grandmaster;Ruslan Baikulov;2016;5;5;0;16267
491;expert;Joseph Gesnouin;2021;0;1;3;16191
492;master;woody285;2021;2;1;0;16186
493;master;u++;2018;1;5;2;16164
494;master;T88;2020;1;2;4;16108
495;master;Tom57;2014;3;9;9;16081
496;expert;laxman kusuma;2020;0;1;1;16074
497;expert;validmodel;2019;0;2;2;16072
498;expert;ifashion;2015;0;2;5;16051
499;master;huiqin;2017;5;7;10;16041
500;expert;Heads or Tails;2017;0;1;6;16038
501;expert;Vitalii Mokin;2018;0;0;5;16038
502;master;Panos;2015;1;10;14;16026
503;expert;Ioannis M;2019;0;6;4;16007
504;master;Ryota;2020;1;3;2;16001
505;expert;Rakesh P Tiwari;2020;1;0;1;15961
506;expert;Daniel Johnson;2014;1;1;0;15959
507;expert;algernone;2019;2;0;0;15944
508;expert;PaulG;2014;0;8;1;15932
509;master;adityasinha;2016;2;19;7;15931
510;master;Makotu;2016;1;7;3;15914
511;expert;something4kag;2016;0;1;7;15901
512;expert;Olga Ivanova;2017;0;1;5;15843
513;grandmaster;anokas;2016;9;11;4;15836
514;master;ln;2015;3;7;3;15819
515;expert;Pietro Marinelli;2013;0;16;20;15808
516;grandmaster;DavidGbodiOdaibo;2015;5;13;11;15804
517;expert;( ?° ?? ?°);2017;0;7;3;15740
518;master;ggsddu;2018;3;8;3;15712
519;expert;Kerem Turgutlu;2016;0;6;2;15697
520;master;Sergei Chudov;2020;1;2;0;15656
521;expert;minguin;2019;0;2;7;15635
522;expert;nuranura;2019;0;1;3;15586
523;master;Javier Martín;2019;2;3;1;15561
524;expert;K-NKSM;2016;2;0;0;15521
525;master;Vladislav Ostankovich;2018;1;4;1;15510
526;master;dvtoan7997;2020;1;3;1;15500
527;master;Shihao Shao;2020;1;3;0;15413
528;grandmaster;30CrMnSiA;2017;7;8;2;15401
529;master;Moro;2014;1;6;3;15396
530;expert;katsumi;2019;0;4;5;15355
531;expert;Magnus;2015;0;1;6;15332
532;expert;Zacchaeus;2020;1;1;0;15304
533;expert;Jason;2021;0;4;3;15197
534;master;Loulou;2020;1;4;6;15150
535;expert;odede;2020;1;1;0;15130
536;expert;Tani_1961;2019;0;1;8;15079
537;master;Igor Vikhrov;2016;2;3;3;15034
538;grandmaster;colun;2014;5;5;1;15023
539;master;Frank Puk;2014;1;3;7;14995
540;expert;felixoneberlin;2016;2;0;0;14992
541;master;Meng Di;2019;4;6;1;14980
542;master;Antoniu Gugu;2019;1;3;3;14974
543;master;Raghawendra Singh;2018;1;4;10;14972
544;master;ynktk;2017;4;3;3;14951
545;expert;James Davis;2018;1;1;0;14938
546;expert;TY.Yang;2017;0;3;4;14926
547;expert;Eric Freeman;2014;0;5;4;14873
548;expert;Hamish;2018;0;5;3;14843
549;expert;podsyp;2019;0;1;5;14820
550;master;NikhilMishra;2018;1;3;1;14817
551;expert;Eric Vos;2017;0;5;9;14801
552;master;Emin Ozturk;2016;3;7;0;14781
553;master;T Nakamura;2017;1;5;0;14747
554;master;Tomonori Masui;2016;1;4;3;14722
555;expert;Robin Smits;2017;0;7;9;14670
556;master;Dmitriy Guller;2015;4;7;2;14646
557;master;Najibul Haque Sarker;2018;1;4;2;14624
558;grandmaster;Pavel Ostyakov;2016;8;2;2;14610
559;master;realsleim;2020;2;2;3;14587
560;expert;Ebi;2018;0;4;0;14580
561;master;Toru Ito;2018;1;12;3;14542
562;master;tktk;2019;1;3;1;14532
563;master;sakami;2019;3;3;0;14493
564;master;MeisterMorxrc;2019;3;3;2;14490
565;master;CatEek;2018;2;7;3;14468
566;expert;Milcheis;2020;0;3;2;14449
567;expert;Muhammad Ahmed;2019;0;4;7;14392
568;master;Ertuðrul Demir;2020;2;4;1;14386
569;master;Xie29;2020;1;5;2;14378
570;expert;Seawolf;2019;1;1;1;14370
571;expert;Anurag Trivedi;2016;0;1;2;14331
572;master;mark4h;2018;2;4;2;14324
573;expert;German Abramov;2020;0;1;4;14310
574;expert;tom88jerry;2020;0;4;1;14306
575;master;F.J.Martinez-de-Pison;2015;1;22;6;14283
576;master;neongen;2016;2;16;12;14265
577;expert;Sxwat;2017;0;2;1;14258
