Rank;Tier;Username;Join Date;Gold Medals;Silver Medals;Bronze Medals;Points
3784;expert;Gao Yichen;2017;0;1;2;1775
3785;expert;Ahmed;2020;0;1;1;1775
3786;expert;SHANKAR ANAND;2018;1;0;1;1773
3787;expert;mmmmmmiracle;2020;0;2;0;1773
3788;expert;aikaro;2021;0;0;2;1772
3789;expert;Dorukhan Afacan;2017;0;3;2;1771
3790;master;Anton Mashikhin;2017;2;2;1;1769
3791;master;Carlos Brioso;2017;1;2;5;1767
3792;expert;Gorkem Ozkaya;2014;0;4;2;1766
3793;expert;Xu;2015;0;3;1;1766
3794;master;Ch-horse;2017;1;4;1;1766
3795;expert;zhbain;2017;0;3;2;1764
3796;expert;Munema;2018;0;2;0;1764
3797;expert;Zabreture;2020;0;2;0;1762
3798;expert;SylvanLiu;2021;0;1;1;1762
3799;expert;zionCheng;2017;0;1;1;1761
3800;expert;wXy;2018;0;3;0;1761
3801;expert;Datta;2018;1;1;0;1760
3802;master;Troy Retter;2016;3;1;0;1758
3803;expert;Ivan;2017;0;0;6;1758
3804;expert;Taksants Maksim;2018;0;2;0;1757
3805;expert;???;2021;0;1;1;1757
3806;master;wleite;2013;3;3;1;1756
3807;expert;Daniel Sánchez Santolaya;2016;0;3;0;1754
3808;expert;Kyle Richardson;2018;2;0;0;1754
3809;expert;Manan;2018;0;1;1;1752
3810;master;sagol;2016;1;5;1;1751
3811;expert;Fedor;2018;0;3;5;1750
3812;expert;Alvest;2021;0;0;2;1749
3813;expert;monkeytater;2012;1;1;6;1746
3814;expert;K.Kamata;2019;0;1;1;1746
3815;expert;Don Lima;2013;0;3;1;1744
3816;expert;Alvaro;2019;0;2;1;1744
3817;expert;Yassine Hamdaoui;2019;0;0;2;1740
3818;expert;Ridouane Ghermi;2019;0;0;2;1739
3819;expert;Chris R;2019;0;3;0;1738
3820;expert;whitehair;2018;0;2;1;1736
3821;expert;rmizuta;2017;0;2;1;1735
3822;master;Galitskiy Igor;2017;1;3;3;1735
3823;expert;Bender;2016;0;0;2;1733
3824;expert;fsodogandji;2016;0;0;4;1729
3825;expert;little_snail;2018;0;4;0;1729
3826;master;Tianyi Miao;2016;2;2;2;1728
3827;expert;lizy;2016;1;1;1;1728
3828;expert;L.YX;2019;0;1;1;1728
3829;expert;Pervushin bros;2018;0;0;2;1727
3830;expert;Untitled Goose;2016;0;2;0;1726
3831;master;Zuping Wu;2017;1;4;2;1726
3832;expert;ObkNik;2016;0;2;1;1725
3833;expert;data_mining2;2015;1;1;1;1724
3834;expert;Luke;2017;0;3;0;1724
3835;expert;Anoop;2018;0;1;1;1724
3836;expert;Charles;2018;0;1;1;1724
3837;expert;Michael Ibrahim;2012;0;1;1;1723
3838;expert;Danil Akhmetov;2017;0;0;2;1717
3839;expert;liyang199708;2021;0;2;0;1717
3840;expert;Trottefox;2015;0;3;9;1715
3841;expert;Ruixin Zhang;2015;0;2;0;1712
3842;expert;datamafia7;2019;0;0;2;1712
3843;expert;HiroJam;2020;0;1;1;1712
3844;expert;kimade;2021;0;2;0;1712
3845;expert;wqk;2017;1;1;1;1710
3846;expert;dierdier;2019;0;3;0;1709
3847;expert;Ah.B.;2019;0;1;2;1707
3848;expert;Nilesh Kadam;2012;0;0;6;1706
3849;expert;shucray6;2021;0;1;1;1706
3850;expert;Oskin Nikita;2018;0;0;3;1704
3851;expert;Bruce Chen;2018;0;2;1;1704
3852;expert;nyounes;2017;0;0;2;1703
3853;expert;Natsu;2018;0;0;2;1703
3854;expert;aapenny;2020;0;2;0;1703
3855;expert;shangyimeng;2020;0;0;2;1702
3856;expert;Index;2020;0;2;1;1700
3857;master;Cardal;2015;4;0;0;1699
3858;expert;Eutune;2019;0;4;1;1699
3859;expert;Jô Odagiri;2020;0;1;1;1699
3860;expert;hayaocelot;2019;1;0;1;1698
3861;expert;rightgoon;2019;0;1;1;1698
3862;expert;?????????;2021;0;1;1;1698
3863;expert;wei lu;2019;0;0;2;1697
3864;expert;Dzianis Sivets;2015;0;3;1;1696
3865;expert;Indomitable lion;2016;0;0;2;1696
3866;expert;Shogo Matsumoto;2020;0;0;2;1696
3867;expert;Yuto Kojima;2019;0;1;1;1695
3868;expert;nariman9119;2018;0;1;1;1694
3869;expert;takaakiinada;2017;0;1;1;1693
3870;expert;Neoutlier;2018;2;0;0;1693
3871;master;old-ufo;2014;2;1;1;1692
3872;expert;???;2016;0;2;0;1692
3873;master;ArvindVepa;2017;1;2;2;1692
3874;expert;conan1024hao;2020;0;1;1;1692
3875;expert;KMen;2015;0;6;9;1691
3876;expert;Amit Steinberg;2013;0;1;2;1690
3877;expert;BDataKnowmad;2015;0;0;8;1690
3878;expert;Oljike;2016;0;2;2;1690
3879;expert;Osman;2019;0;4;2;1689
3880;expert;John Kyvetos;2018;0;2;3;1688
3881;expert;meet_your_maker;2018;0;1;1;1688
3882;expert;Andrey Mitrofanov;2018;0;1;1;1688
3883;expert;Raymond Zeng;2018;1;1;1;1682
3884;expert;Geonhee Han;2020;0;1;2;1681
3885;expert;Y. Kim;2015;1;0;1;1680
3886;expert;ABoyko;2019;0;1;2;1680
3887;expert;Teppei Hirose;2021;0;1;1;1680
3888;expert;Yuki. O;2015;0;6;2;1679
3889;expert;LGreig;2020;0;1;1;1676
3890;expert;DEM;2015;0;5;0;1675
3891;master;emergent complexity;2017;1;3;1;1675
3892;expert;Moiz;2019;0;0;2;1675
3893;expert;vishwajeet;2017;0;2;0;1674
3894;expert;Renato Aguiar;2018;0;1;1;1672
3895;expert;Linyan;2019;0;1;1;1671
3896;master;lazycat;2016;1;4;0;1668
3897;expert;Elvis;2015;0;5;0;1667
3898;expert;ant1;2019;0;2;0;1666
3899;expert;onooooo;2019;0;3;0;1666
3900;expert;YangHang978;2020;0;1;2;1666
3901;expert;pbcquoc;2016;1;0;1;1665
3902;expert;Quancheng;2018;0;2;0;1663
3903;expert;OceanWong;2019;0;2;0;1663
3904;expert;iygnoh;2019;0;2;1;1660
3905;expert;taruto;2020;0;0;2;1660
3906;expert;donP;2018;0;1;5;1659
3907;expert;JIANGHAO43;2021;0;0;2;1657
3908;expert;Nghia;2017;0;3;0;1656
3909;expert;Huan Vo;2018;0;1;1;1656
3910;expert;Robert D. Scott;2015;0;0;3;1655
3911;expert;Tsakalis Pantelis;2019;0;1;1;1655
3912;expert;sibmike;2018;0;2;1;1653
3913;expert;Juhyeong;2019;0;0;2;1653
3914;expert;michfeld;2012;1;0;1;1649
3915;master;Michael Hartman;2013;2;5;1;1648
3916;expert;hookbook;2019;0;0;3;1648
3917;master;Chris H.;2013;4;12;7;1647
3918;master;sasakama;2016;1;2;0;1645
3919;expert;excel;2018;0;2;1;1645
3920;expert;Peter;2018;0;2;2;1644
3921;expert;Raphaël CC;2018;0;3;0;1643
3922;expert;kehai;2019;0;1;2;1643
3923;expert;Taicheng Guo;2016;0;0;2;1642
3924;master;Minchul Shin;2018;2;1;0;1642
3925;expert;Oleg Trott;2015;1;1;1;1641
3926;expert;Kien;2018;0;2;1;1641
3927;expert;Gleb Baianov;2016;0;2;1;1639
3928;expert;lastorder0502;2019;0;1;2;1639
3929;expert;Emanuel Popovici;2019;0;0;2;1638
3930;expert;Yasar;2016;0;2;0;1636
3931;expert;Bogdan Ivanyuk;2019;0;3;0;1636
3932;expert;Alex;2020;1;0;2;1635
3933;expert;Hiroyuki;2014;0;4;2;1633
3934;expert;dataVIP;2021;0;1;1;1633
3935;grandmaster;Julian de Wit;2012;6;2;1;1631
3936;expert;khattab;2014;0;1;6;1628
3937;expert;Jiayu;2017;0;1;1;1628
3938;expert;caicaicaicaicai;2020;0;1;1;1627
3939;expert;r3dfear;2019;0;4;1;1626
3940;expert;Simone;2020;0;1;1;1626
3941;expert;Yuriy Makarov;2016;0;2;1;1625
3942;expert;hatunina;2018;0;6;0;1622
3943;expert;Danylo Kasianenko;2019;0;1;1;1622
3944;expert;mwrln;2015;0;1;5;1621
3945;expert;Sicong Chen;2016;0;6;4;1621
3946;expert;sanbarus;2016;0;3;0;1619
3947;expert;Zineng Tang;2018;0;2;2;1619
3948;expert;Den's brother;2019;0;1;1;1619
3949;expert;Kali Perez;2021;0;1;1;1618
3950;expert;Conner;2021;0;1;1;1618
3951;expert;ChloeW959;2021;0;1;1;1618
3952;expert;Indra Lin;2020;0;0;2;1617
3953;master;Mengxin;2017;2;2;1;1616
3954;expert;Ryo Ioi;2017;0;1;2;1616
3955;expert;teru111;2018;0;3;1;1616
3956;expert;Ending;2013;0;3;0;1614
3957;expert;Juan Carlos Galvez;2017;1;0;2;1614
3958;expert;Nasir Khalid;2019;0;1;1;1613
3959;expert;Chris T;2018;0;2;0;1612
3960;expert;statlearning;2012;0;3;5;1611
3961;expert;Zengwenqi Lai;2021;0;2;0;1609
3962;master;Sanjay Agrawal;2017;1;4;3;1607
3963;master;Nikolay Falaleev;2017;1;2;2;1605
3964;expert;Kostya Proskudin;2016;0;5;1;1604
3965;expert;Jun Han;2020;0;0;3;1602
3966;expert;YeahYear;2021;0;1;1;1602
3967;expert;longmarket;2021;0;1;1;1602
3968;expert;Taka Sato;2019;0;0;2;1600
3969;expert;personanondata;2012;0;1;1;1597
3970;expert;Larxel;2017;0;1;4;1596
3971;expert;Banana_volumes;2021;0;2;0;1594
3972;expert;Ong Ding Sheng;2018;1;1;0;1593
3973;expert;Zbigniew Wojna;2015;0;2;0;1592
3974;expert;sijunhe;2016;0;6;0;1592
3975;expert;Venkatesh Babu;2012;1;0;1;1591
3976;expert;MingpeiyuZhang;2017;0;0;2;1590
3977;expert;Nithinthakur;2018;0;0;2;1589
3978;expert;Rajath;2019;0;2;0;1589
3979;expert;Arshjot Khehra;2016;0;3;1;1588
3980;expert;Nikita Detkov;2019;0;1;1;1588
3981;expert;jaleto;2017;0;2;0;1587
3982;expert;Kirill Talalaev;2018;0;1;2;1587
3983;expert;?eduljko;2013;0;2;4;1584
3984;expert;im_crm;2017;0;1;2;1584
3985;expert;Dmytro Panchenko;2017;1;0;2;1582
3986;expert;vmarsel;2018;0;1;2;1582
3987;expert;beeyan;2019;0;0;2;1581
3988;expert;Zoe LU;2019;0;1;2;1580
3989;expert;austin81828;2021;0;1;1;1580
3990;expert;ZZ;2016;0;5;4;1579
3991;expert;bee_kake;2020;0;1;1;1579
3992;expert;Samrat Pandiri;2017;0;4;2;1577
3993;expert;Zero;2016;0;1;2;1575
3994;expert;John;2018;0;1;1;1575
3995;grandmaster;Dmitry Efimov;2012;19;12;3;1572
3996;expert;cherring;2019;0;1;1;1571
3997;expert;yearsj;2018;1;1;2;1568
3998;expert;Ruichuan Wong;2019;0;1;1;1567
3999;expert;XI LIN;2020;0;1;2;1566
4000;expert;Xonti;2018;0;2;0;1563
4001;expert;Giorgos;2018;2;0;0;1563
4002;expert;Victor Paslay;2016;0;1;2;1561
4003;expert;Binil;2017;1;0;3;1559
4004;expert;Wu Zhihong;2020;0;1;3;1559
4005;expert;Jo-fai Chow;2012;0;4;8;1557
4006;expert;Isabel Margolis;2017;1;0;1;1557
4007;expert;Siyang Jiang;2020;0;1;1;1556
4008;expert;Vladimir;2016;2;0;0;1555
4009;expert;skyneteyes;2019;0;1;2;1555
4010;master;DarthPotato;2016;2;1;0;1554
4011;expert;Corwin;2017;0;6;2;1554
4012;expert;Lucas Gago;2018;0;0;2;1552
4013;expert;Vlad;2018;1;0;1;1550
4014;expert;WuYang;2019;0;2;0;1548
4015;expert;Neha;2016;0;2;0;1546
4016;expert;Tepppei;2018;0;1;4;1546
4017;master;David Shinn;2013;4;10;3;1544
4018;expert;Bowaka;2017;0;1;1;1544
4019;expert;Rahul;2018;0;0;2;1544
4020;expert;gmarshall;2019;1;0;1;1543
4021;master;Vinayaka;2013;1;2;7;1542
4022;expert;Magic;2012;0;1;6;1540
4023;expert;Evgenii Vasilev;2016;0;4;4;1540
4024;expert;ApoorvNandan;2018;0;0;2;1540
4025;expert;Boxuan Li;2019;0;2;0;1539
4026;expert;bangda;2017;0;4;2;1537
4027;expert;just one people;2018;0;3;1;1537
4028;expert;Arctic Yen;2020;0;1;1;1536
4029;expert;Jinhyeong Park;2020;0;1;1;1536
4030;expert;Shuo Wang;2019;0;0;2;1535
4031;expert;LPLenka;2017;0;2;0;1534
4032;expert;ZheGoo;2019;0;2;0;1534
4033;expert;Oleg Korshunov;2020;0;1;1;1534
4034;master;Kiryl Zhdanovich;2013;1;3;1;1533
4035;expert;m1ckyro5a;2017;0;4;1;1532
4036;expert;sontt227;2020;0;2;0;1532
4037;expert;Daithí O'Manacháin;2017;0;2;2;1531
4038;expert;Bing;2019;0;0;2;1530
4039;expert;Ohmyroi;2020;0;0;2;1530
4040;expert;Proof;2017;0;0;4;1529
4041;expert;Marcelo Tamashiro;2018;0;4;2;1529
4042;expert;wudiliang;2018;0;3;0;1529
4043;expert;Peterzhang;2017;0;2;1;1527
4044;expert;Kaustav P.;2019;0;2;0;1527
4045;expert;Smriti;2019;0;2;0;1527
4046;expert;Nicolas Wesner;2016;1;0;2;1526
4047;expert;LintangSutawika;2017;0;0;4;1526
4048;expert;???????;2019;0;1;1;1525
4049;expert;RezinChow;2021;0;1;2;1525
4050;expert;isma;2020;0;2;0;1520
4051;master;Jose M.;2011;1;4;2;1517
4052;expert;Russell Ershov;2019;0;1;2;1516
4053;master;Alexandre Barachant;2014;4;2;1;1515
4054;expert;Christoffer Karlsson;2013;0;0;2;1514
4055;expert;onlyzs;2018;0;4;1;1514
4056;expert;Wang Dylan Y.Z;2021;0;2;0;1514
4057;expert;45848;2016;0;1;3;1513
4058;expert;Lin Ye;2020;0;2;1;1513
4059;expert;takus;2018;0;0;2;1512
4060;expert;??;2018;1;1;0;1511
4061;expert;Kunpeng Mu;2021;0;0;2;1511
4062;expert;Ilya Belkin;2017;0;1;2;1509
4063;expert;Kei Shimizu;2020;0;2;0;1509
4064;expert;Anatoly Levchik;2013;0;3;1;1508
4065;expert;John Wilson;2018;0;2;3;1508
4066;expert;Andy Harless;2017;0;9;1;1507
4067;expert;Stasik;2017;0;2;2;1506
4068;expert;KaggleTang;2018;0;1;1;1506
4069;expert;Alexander Denisenko;2016;1;1;2;1505
4070;expert;Gaven Tian;2018;0;3;0;1505
4071;expert;johann;2019;0;1;1;1504
4072;master;rakhlin;2014;1;5;8;1501
4073;expert;GurchetanSingh;2017;0;0;2;1501
4074;expert;mnaoto;2019;0;1;1;1501
4075;expert;BlackBox824;2015;0;2;3;1500
4076;expert;Lefteris Fanioudakis;2017;0;1;1;1500
4077;expert;Ibrahim Cebeci;2018;0;1;1;1500
4078;expert;agarreta;2019;1;0;1;1500
4079;expert;H.I.C;2020;0;0;2;1500
4080;expert;Yixinchen;2020;0;2;1;1500
4081;expert;EightEightEight;2021;0;1;1;1500
4082;expert;Jerry Liu;2021;0;1;1;1500
4083;expert;Danielxinhj;2020;0;1;1;1499
4084;expert;RustyB;2017;0;1;1;1498
4085;expert;shirahama;2020;0;1;1;1495
4086;expert;Ryuichiro Hashimoto;2021;0;1;1;1495
4087;expert;tracy2021;2021;0;2;0;1495
4088;expert;Jon;2013;0;2;1;1494
4089;expert;Daren;2015;0;1;2;1494
4090;expert;Haider Alwasiti;2017;0;2;0;1494
4091;expert;Julian;2016;0;3;0;1492
4092;expert;zhuy;2020;0;2;0;1492
4093;expert;Rafal Jankowski;2017;0;3;2;1491
4094;expert;Adamas;2019;0;2;1;1491
4095;master;Lucius Yu;2015;1;2;1;1490
4096;expert;Michal Gdak;2018;0;3;0;1490
4097;expert;Yangfan;2019;0;2;2;1490
4098;expert;Kaz-U;2019;0;2;0;1490
4099;expert;wuvin;2019;0;3;0;1489
4100;expert;Stepan Gomilko;2017;0;1;1;1488
4101;expert;hoshi524;2017;0;2;1;1486
4102;expert;Pawel;2018;0;0;2;1484
4103;master;saurk;2014;1;2;7;1483
4104;expert;hiroshun;2017;0;2;0;1482
4105;expert;Péter Szécsi;2018;0;1;1;1482
4106;expert;Mario Parreño Lara;2018;0;1;2;1481
4107;expert;AlexeyShimko;2016;0;1;2;1480
4108;expert;matsu;2014;0;1;3;1479
4109;expert;Shashank;2018;0;0;2;1479
4110;expert;mtmt;2019;0;1;1;1476
4111;expert;Samer Fatayri;2015;0;1;1;1474
4112;expert;Violete;2016;0;2;4;1474
4113;expert;Frank Schilder;2011;0;3;2;1473
4114;master;cydonia;2013;4;7;2;1471
4115;expert;TK;2018;0;2;0;1471
4116;expert;ShoN;2019;0;0;2;1471
4117;master;Dmitry Ulyanov;2014;4;6;3;1470
4118;expert;Aryan_Raj__;2020;0;2;0;1470
4119;expert;Ben Woodburn;2020;0;0;2;1470
4120;expert;Luis Moneda;2016;0;2;1;1468
4121;master;Guido;2017;1;3;1;1468
4122;expert;Filip Mulier;2019;0;1;1;1468
4123;expert;newebug;2015;0;3;1;1467
4124;expert;Hiep Nguyen;2018;0;2;0;1462
4125;expert;gingerman | Chris;2013;0;2;2;1461
4126;expert;Alan.Liang.J;2021;0;2;0;1460
4127;expert;yone-moto;2020;0;1;1;1458
4128;expert;JadenQ;2018;0;1;1;1455
4129;master;Hadi Ramezani-Dakhel;2017;1;2;0;1454
4130;expert;Sumukh;2019;0;0;2;1454
4131;master;barisumog;2013;3;17;8;1453
4132;expert;fujibo;2017;0;2;0;1453
4133;expert;Red_Pando;2017;0;2;0;1452
4134;expert;Temp;2019;0;1;1;1450
4135;expert;Tdebel;2017;0;1;1;1449
4136;expert;Robert;2015;0;4;3;1448
4137;expert;Teitlax;2016;0;3;0;1447
4138;expert;Dowan_mao;2016;0;2;1;1447
4139;expert;jsh-fw;2020;0;2;0;1447
4140;master;Ada a;2013;1;0;1;1446
4141;expert;LiuJwing;2020;0;2;0;1446
4142;expert;Vladislav Bogorod;2017;0;4;1;1445
4143;expert;dohlee;2018;0;2;0;1444
4144;expert;Ximing;2018;0;1;5;1441
4145;expert;Hassan Abedi;2015;0;3;1;1440
4146;expert;Aliaksei Welgum;2018;0;1;3;1439
4147;expert;armamut;2017;0;1;2;1438
4148;expert;Callidior;2015;1;1;0;1437
4149;expert;Mitsuru Fujiwara;2017;0;1;3;1437
4150;expert;qiaqia;2020;0;0;2;1437
4151;expert;wooooo;2018;1;1;0;1436
4152;expert;Nobody;2018;0;2;3;1435
4153;expert;Ahmed Fawzy;2018;0;0;2;1435
4154;expert;Bluering Data Octopus;2019;0;0;2;1432
4155;expert;Antoine M;2015;1;0;1;1431
4156;master;nomo;2016;3;1;0;1431
4157;expert;Woong Bae;2017;0;2;0;1431
4158;expert;r41;2018;0;1;1;1431
4159;expert;Elisey Gusev;2018;0;0;4;1430
4160;expert;Tsubasa Tanaka;2019;0;1;2;1429
4161;expert;Al-Khwârizmî;2016;0;1;1;1428
4162;expert;Behnam Molaee;2019;0;1;1;1428
4163;expert;Alex Glinsky;2016;0;2;2;1425
4164;expert;Yifei Tao888;2021;0;1;1;1423
4165;expert;Jarrel Seah;2013;0;3;1;1421
4166;expert;Haoqiang Yang;2021;0;0;2;1420
4167;expert;Jayden Tan;2015;1;1;0;1419
4168;master;thocevar;2014;1;3;0;1418
4169;expert;Cyr1ll;2018;0;1;1;1418
4170;expert;Denis Denisenko;2019;0;4;0;1418
4171;expert;Gary CS;2018;0;0;2;1417
4172;expert;nrsgwr;2017;0;2;0;1415
4173;expert;Tianjian Meng;2017;0;3;1;1415
4174;expert;ahsong2000;2019;0;1;1;1415
4175;expert;Kun K Zhao;2019;0;4;1;1415
4176;expert;Linsong;2021;0;1;1;1415
4177;expert;highhhh;2021;0;1;1;1415
4178;expert;bigsmall;2021;0;1;1;1415
4179;expert;Romeo Gherasim;2011;0;1;1;1414
4180;expert;Caleb Yung;2019;0;0;2;1414
4181;expert;Manh Minno;2021;0;1;1;1414
4182;expert;Henry Tessier;2018;0;2;0;1412
4183;expert;sravn;2015;0;5;2;1409
4184;expert;cosmo3;2016;0;2;0;1408
4185;expert;Nefsi;2018;0;1;2;1407
4186;expert;DimaSakovich;2016;0;0;3;1406
4187;expert;sazas;2016;0;2;1;1405
4188;expert;hawks10;2013;0;1;9;1404
4189;expert;JEP;2014;0;2;1;1404
4190;expert;Manh Tung Tran;2019;0;1;1;1404
4191;master;Steeve Huang;2017;1;3;3;1402
4192;expert;SauravKaushik8;2016;0;1;6;1401
4193;expert;wakame;2018;0;0;2;1401
4194;expert;Shravan Kumar Koninti;2012;0;0;2;1400
4195;expert;Alex Ozerin;2016;0;2;3;1399
4196;master;roXw;2016;1;4;2;1399
4197;expert;Jay Li;2019;0;1;1;1399
4198;expert;harappa;2019;0;1;1;1398
4199;expert;Gleb Sterkin;2017;1;0;2;1395
4200;expert;happiness;2017;0;1;1;1395
4201;expert;/S/M;2016;0;1;1;1394
4202;expert;DWGGG;2021;0;0;2;1394
4203;expert;Erik N Wei;2018;0;1;1;1392
4204;expert;Anil kumar;2015;0;0;3;1391
4205;master;Artem Golubin;2015;3;10;8;1388
4206;expert;happycube;2016;0;8;8;1387
4207;expert;Simon Grest;2014;0;1;2;1386
4208;expert;Yerkebulan Berdibekov;2015;1;1;2;1386
4209;expert;dian xin;2019;0;2;0;1386
4210;expert;aralai;2017;0;1;2;1385
4211;expert;ZavodRobotov;2016;0;2;1;1383
4212;expert;snovik;2017;0;4;1;1383
4213;expert;TianBaojie;2020;0;2;0;1383
4214;expert;HalfSugar;2020;0;1;2;1383
4215;expert;Gohel vivek;2020;0;1;1;1383
4216;expert;Yau Wai Yim;2020;0;1;2;1383
4217;expert;Karen C;2020;0;1;2;1383
4218;expert;Seb;2018;0;3;1;1381
4219;expert;Hanjoon Choe;2019;0;1;1;1381
4220;expert;Zhixing Wang;2018;0;1;3;1380
4221;expert;Roman Chernenko;2016;0;4;2;1379
4222;expert;icebee;2018;0;2;2;1379
4223;expert;AgentAuers;2017;0;0;2;1377
4224;expert;Venkatadri Naidu Gunturu;2018;0;1;4;1377
4225;expert;Gideon Vos;2018;0;0;4;1377
4226;expert;Tsuruta;2020;0;1;1;1377
4227;expert;Bangrui Jiang;2021;0;1;1;1376
4228;expert;Haythem Tellili;2019;0;2;1;1375
4229;expert;Student-M;2019;0;0;2;1374
4230;expert;Frame;2015;0;0;2;1372
4231;master;Vladimir Tomecek;2015;1;2;3;1372
4232;master;Chris Cross;2016;1;3;0;1372
4233;expert;Iary Joseph;2017;0;2;2;1371
4234;expert;process531;2019;0;3;0;1371
4235;expert;André Costa;2013;0;2;0;1370
4236;expert;Rares Barbantan;2017;0;0;2;1370
4237;expert;Vadim Nareyko;2018;0;2;2;1370
4238;expert;kspatel;2020;0;1;1;1368
4239;expert;Shawn;2012;0;2;1;1367
4240;expert;guanzhong;2019;0;1;1;1367
4241;master;Dowakin;2015;3;7;7;1366
4242;expert;mhs123;2017;0;2;1;1366
4243;master;heejae;2017;2;1;0;1366
4244;expert;Saurabh;2014;0;3;3;1365
4245;expert;frankfu;2019;0;1;2;1365
4246;master;Diogo R. F.;2011;1;2;5;1363
4247;expert;Pablo Araya-Melo;2013;0;1;3;1363
4248;master;Encik Besi;2015;1;3;1;1360
4249;expert;spiec;2016;0;0;3;1360
4250;expert;germayne;2017;0;2;4;1360
4251;expert;Howard The Duck;2019;0;0;3;1360
4252;expert;shimizu-shunsuke;2020;0;1;1;1359
4253;expert;Kjetil Åmdal-Sævik;2015;0;5;1;1357
4254;expert;Botond Egri;2016;0;2;2;1357
4255;expert;SelinaCCC;2020;0;1;1;1357
4256;expert;NSK;2014;0;3;1;1356
4257;expert;DaZhuWei;2018;0;3;2;1356
4258;expert;ZeroWen;2019;0;2;2;1356
4259;expert;Mike;2017;0;3;3;1355
4260;expert;Michael Schimmer;2017;0;1;3;1354
4261;expert;whyjust;2019;0;0;2;1354
4262;expert;sophia;2019;1;1;0;1354
4263;expert;Xiangli 233;2021;0;1;1;1354
4264;expert;mocobt;2018;0;2;2;1353
4265;expert;Olbap Noel;2017;0;2;2;1350
4266;master;VictorHBD;2017;1;2;3;1350
4267;expert;dr. Konya;2017;0;0;2;1350
4268;expert;shujunge;2018;0;0;2;1350
4269;expert;bclover;2019;0;0;2;1350
4270;expert;Eric Chan;2016;1;1;0;1349
4271;expert;Mehdi Mabrouki;2020;0;1;1;1349
4272;grandmaster;nhlx5haze;2013;7;4;2;1346
4273;master;Nikolay Shebanov;2017;1;2;1;1345
4274;expert;Kent Chiu;2016;0;0;2;1344
4275;expert;kuroironeko;2018;0;1;1;1344
4276;expert;schen;2017;0;2;0;1343
4277;expert;KorAnton;2020;0;0;2;1343
4278;master;Andre;2014;1;3;5;1342
4279;expert;Thierry;2019;0;2;0;1340
4280;expert;Mani Sarkar;2019;0;0;2;1340
4281;expert;vxguhj;2020;0;0;2;1340
4282;expert;gomujul;2021;0;1;1;1339
4283;expert;Insikk;2015;1;1;0;1338
4284;expert;Paul;2017;0;2;2;1338
4285;expert;Kyle Peters;2019;1;0;3;1338
4286;expert;Yannik;2020;0;1;1;1338
4287;master;Li Li;2014;2;6;3;1337
4288;expert;Sihan A;2021;0;1;1;1337
4289;expert;ploider;2017;0;3;1;1336
4290;expert;MachineLearningMan;2020;0;2;0;1336
4291;expert;Shuwen;2016;0;3;4;1335
4292;expert;??????;2017;0;1;1;1335
4293;expert;BongHo, Lee;2016;0;1;1;1333
4294;expert;Oscar Takeshita;2017;0;2;3;1333
4295;expert;shlfio;2019;0;3;0;1331
4296;expert;???;2015;0;4;1;1329
4297;expert;fwj7;2019;0;2;2;1329
4298;expert;ichipyon;2020;0;1;1;1328
4299;expert;Yunxiang Han;2021;0;1;1;1328
4300;expert;StamatisMastromichalakis;2016;0;1;2;1327
4301;expert;MPEG;2017;0;1;1;1327
4302;expert;robz;2014;0;0;2;1325
4303;expert;Submarineering;2018;0;1;3;1325
4304;expert;Bad Robot;2016;1;1;0;1324
4305;master;AlexYung;2016;1;4;0;1322
4306;expert;Ankoor;2015;1;1;1;1321
4307;expert;Idem;2017;0;2;0;1321
4308;expert;deluXe;2015;1;0;1;1320
4309;expert;Matthias Coste;2017;0;0;6;1320
4310;expert;Ashish Gupta;2017;0;1;1;1320
4311;expert;Nicole Finnie;2018;0;3;0;1320
4312;expert;zsy235;2020;0;1;1;1320
4313;expert;Andrés Cardoso;2017;0;0;2;1319
4314;expert;Two Hundred Small Cute;2019;0;0;3;1319
4315;expert;Wei Xie;2015;0;0;2;1318
4316;expert;????;2016;0;0;6;1318
4317;expert;JB;2017;0;2;1;1318
4318;expert;dot;2021;0;1;1;1318
4319;expert;Minbo Sun;2021;0;1;1;1318
4320;master;W&M;2015;2;2;0;1314
4321;master;Lingzhi;2016;1;2;0;1314
4322;expert;Hector Haffenden;2020;0;2;0;1313
4323;expert;aashish malik;2018;0;1;3;1312
4324;expert;Mads;2016;0;0;5;1308
4325;expert;TaeJin Kim;2018;0;3;1;1307
4326;expert;Dean;2019;0;1;2;1307
4327;expert;sahib singh;2020;0;1;3;1307
4328;expert;Sri Yogesh;2016;0;0;2;1306
4329;expert;Dipam Chakraborty;2020;0;2;0;1306
4330;expert;d3c3pTi0n;2017;0;1;4;1305
4331;expert;yilisg;2015;0;6;7;1304
4332;expert;chm;2019;0;2;1;1304
4333;expert;Bogdan Pantic;2017;0;2;1;1303
4334;expert;Mr Loke;2018;0;2;2;1302
4335;expert;dranga;2016;0;1;4;1299
4336;expert;Boris Silantev;2019;0;1;1;1299
4337;master;Alexander Popov;2015;1;2;3;1298
4338;expert;Sergey Kalutsky;2018;0;0;2;1298
4339;expert;Dr J;2015;0;1;4;1296
4340;expert;Aquin;2018;0;1;1;1296
4341;expert;gbakie;2015;0;5;5;1295
4342;expert;Jessica dos Santos;2017;0;0;3;1295
4343;expert;Fernanda Wanderley;2018;0;0;3;1295
4344;expert;brave;2021;0;1;1;1295
